"gbd_condition","ontology_id","channels","channel_details"
"Parkinson's disease","EFO:0600011","embedding","sim=0.9352 rank=2 label='Parkinson's disease symptom measurement'"
"Parkinson's disease","EFO:0700066","embedding","sim=0.865 rank=9 label='sickle cell disease and related diseases'"
"Parkinson's disease","EFO:1001870","embedding","sim=0.8769 rank=5 label='late-onset Alzheimers disease'"
"Parkinson's disease","MONDO:0000001","",""
"Parkinson's disease","MONDO:0005180","embedding","sim=0.9542 rank=1 label='Parkinson disease'"
"Parkinson's disease","MONDO:0005610","embedding","sim=0.8765 rank=6 label='Kashin-Beck disease'"
"Parkinson's disease","MONDO:0006966","embedding","sim=0.9153 rank=3 label='secondary Parkinson disease'"
"Parkinson's disease","OBA:2001009","embedding","sim=0.8961 rank=4 label='age of onset of Parkinson disease'"
"Peptic ulcer disease","HP:0004398","embedding","sim=0.9835 rank=2 label='Peptic ulcer'"
"Peptic ulcer disease","MONDO:0000001","",""
"Peptic ulcer disease","MONDO:0000327","embedding","sim=0.904 rank=9 label='Buruli ulcer disease'"
"Peptic ulcer disease","MONDO:0000916","embedding","sim=0.9019 rank=10 label='intestinal infectious disease'"
"Peptic ulcer disease","MONDO:0000922","embedding","sim=0.9082 rank=8 label='pelvic inflammatory disease'"
"Peptic ulcer disease","MONDO:0001126","embedding","sim=0.9085 rank=7 label='gastric ulcer'"
"Peptic ulcer disease","MONDO:0004247","embedding","sim=1 rank=1 label='peptic ulcer disease'"
"Peptic ulcer disease","MONDO:0005101","embedding","sim=0.9212 rank=4 label='ulcerative colitis'"
"Peptic ulcer disease","MONDO:0005412","embedding","sim=0.9175 rank=5 label='duodenal ulcer'"
"Peptic ulcer disease","MONDO:0006665","embedding","sim=0.9114 rank=6 label='chronic atrophic gastritis'"
"Peptic ulcer disease","MONDO:0006896","embedding","sim=0.9219 rank=3 label='peptic esophagitis'"
"Periodontal diseases","EFO:0007780","embedding","sim=0.9376 rank=5 label='periodontal measurement'"
"Periodontal diseases","EFO:0600095","embedding","sim=0.8897 rank=9 label='primary dental caries'"
"Periodontal diseases","EFO:1001393","embedding","sim=0.9444 rank=3 label='Periodontal Pocket'"
"Periodontal diseases","MONDO:0000001","",""
"Periodontal diseases","MONDO:0002021","embedding","sim=0.8926 rank=7 label='gingival disorder'"
"Periodontal diseases","MONDO:0002635","embedding","sim=0.9738 rank=1 label='periodontal disorder'"
"Periodontal diseases","MONDO:0005076","embedding","sim=0.952 rank=2 label='periodontitis'"
"Periodontal diseases","MONDO:0005593","embedding","sim=0.9438 rank=4 label='chronic periodontitis'"
"Periodontal diseases","MONDO:0006042","embedding","sim=0.8892 rank=10 label='meningeal tuberculosis'"
"Periodontal diseases","MONDO:0006989","embedding","sim=0.89 rank=8 label='suppurative periapical periodontitis'"
"Periodontal diseases","MONDO:0008226","embedding","sim=0.9264 rank=6 label='periodontitis, aggressive 1'"
"Pertussis","MONDO:0005077","embedding","sim=1 rank=1 label='pertussis'"
"Pertussis","MONDO:0005108","embedding","sim=0.8358 rank=10 label='viral infectious disease'"
"Pertussis","MONDO:0005113","embedding","sim=0.8425 rank=4 label='bacterial infectious disease'"
"Pertussis","MONDO:0005280","embedding","sim=0.8426 rank=3 label='prostatitis'"
"Pertussis","MONDO:0005441","embedding","sim=0.8377 rank=8 label='otitis media'"
"Pertussis","MONDO:0005550","embedding","sim=0.8409 rank=6 label='infectious disease'"
"Pertussis","MONDO:0005657","embedding","sim=0.8433 rank=2 label='aspergillosis'"
"Pertussis","MONDO:0005746","embedding","sim=0.8413 rank=5 label='enterobiasis'"
"Pertussis","MONDO:0006011","embedding","sim=0.8362 rank=9 label='viral hepatitis'"
"Pertussis","MONDO:0021204","embedding","sim=0.8388 rank=7 label='chronic otitis media'"
"Pneumoconiosis","EFO:1001474","embedding","sim=0.9068 rank=7 label='pneumococcal pneumonia'"
"Pneumoconiosis","EFO:1001925","embedding","sim=0.9006 rank=9 label='pneumococcal bacteremia'"
"Pneumoconiosis","HP:0002108","embedding","sim=0.9246 rank=4 label='Spontaneous pneumothorax'"
"Pneumoconiosis","MONDO:0002076","embedding","sim=0.9313 rank=3 label='pneumothorax'"
"Pneumoconiosis","MONDO:0005114","embedding","sim=0.9076 rank=6 label='pneumococcal infection'"
"Pneumoconiosis","MONDO:0005425","embedding","sim=0.8911 rank=10 label='podoconiosis'"
"Pneumoconiosis","MONDO:0005682","embedding","sim=0.9229 rank=5 label='bronchopneumonia'"
"Pneumoconiosis","MONDO:0006913","embedding","sim=0.9057 rank=8 label='pneumococcal meningitis'"
"Pneumoconiosis","MONDO:0015926","embedding","sim=1 rank=1 label='pneumoconiosis'"
"Pneumoconiosis","MONDO:0043905","embedding","sim=0.9477 rank=2 label='pneumonitis'"
"Polycystic ovarian syndrome","HP:0000138","embedding","sim=0.9147 rank=3 label='Ovarian cyst'"
"Polycystic ovarian syndrome","HP:0008209","embedding","sim=0.9132 rank=4 label='Premature ovarian insufficiency'"
"Polycystic ovarian syndrome","MONDO:0005387","embedding","sim=0.9108 rank=5 label='primary ovarian failure'"
"Polycystic ovarian syndrome","MONDO:0005413","embedding","sim=0.9072 rank=7 label='cystic fibrosis associated meconium ileus'"
"Polycystic ovarian syndrome","MONDO:0005558","embedding","sim=0.9081 rank=6 label='ovarian disorder'"
"Polycystic ovarian syndrome","MONDO:0006337","embedding","sim=0.9054 rank=9 label='ovarian endometriosis'"
"Polycystic ovarian syndrome","MONDO:0008487","embedding","sim=0.9785 rank=1 label='polycystic ovary syndrome'"
"Polycystic ovarian syndrome","MONDO:0009891","embedding","sim=0.9068 rank=8 label='acquired polycythemia vera'"
"Polycystic ovarian syndrome","MONDO:0020642","embedding","sim=0.9359 rank=2 label='polycystic kidney disease'"
"Polycystic ovarian syndrome","MONDO:0021068","embedding","sim=0.9047 rank=10 label='ovarian neoplasm'"
"Premenstrual syndrome","EFO:0009408","embedding","sim=0.8806 rank=6 label='abnormal vaginal discharge smell'"
"Premenstrual syndrome","EFO:0010270","embedding","sim=0.9436 rank=2 label='Menstrual disorder'"
"Premenstrual syndrome","EFO:1001864","embedding","sim=0.8802 rank=7 label='uterine prolapse'"
"Premenstrual syndrome","MONDO:0001119","embedding","sim=0.8816 rank=5 label='premature menopause'"
"Premenstrual syndrome","MONDO:0001410","embedding","sim=0.8958 rank=4 label='postmenopausal atrophic vaginitis'"
"Premenstrual syndrome","MONDO:0001730","embedding","sim=0.873 rank=9 label='urethral syndrome'"
"Premenstrual syndrome","MONDO:0001786","embedding","sim=0.8757 rank=8 label='uterine inflammatory disease'"
"Premenstrual syndrome","MONDO:0004169","embedding","sim=0.9635 rank=1 label='premenstrual tension'"
"Premenstrual syndrome","MONDO:0005558","embedding","sim=0.8727 rank=10 label='ovarian disorder'"
"Premenstrual syndrome","OBA:2045215","embedding","sim=0.9263 rank=3 label='menstrual cycle attribute'"
"Prostate cancer","EFO:0600083","embedding","sim=0.898 rank=9 label='family history of prostate cancer'"
"Prostate cancer","MONDO:0001187","embedding","sim=0.8977 rank=10 label='urinary bladder cancer'"
"Prostate cancer","MONDO:0001416","embedding","sim=0.8988 rank=8 label='female reproductive organ cancer'"
"Prostate cancer","MONDO:0003105","embedding","sim=0.9401 rank=3 label='prostate disorder'"
"Prostate cancer","MONDO:0004956","embedding","sim=0.912 rank=4 label='metastatic prostate carcinoma'"
"Prostate cancer","MONDO:0004992","",""
"Prostate cancer","MONDO:0005159","embedding","sim=0.952 rank=2 label='prostate carcinoma'"
"Prostate cancer","MONDO:0005447","embedding","sim=0.9104 rank=5 label='testicular cancer'"
"Prostate cancer","MONDO:0008170","embedding","sim=0.9039 rank=7 label='ovarian cancer'"
"Prostate cancer","MONDO:0008315","embedding","sim=1 rank=1 label='prostate cancer'"
"Prostate cancer","MONDO:0021259","embedding","sim=0.9087 rank=6 label='prostate neoplasm'"
"Protein-energy malnutrition","EFO:0005402","embedding","sim=0.8833 rank=6 label='response to low sodium diet'"
"Protein-energy malnutrition","EFO:0008572","embedding","sim=0.9451 rank=2 label='malnutrition'"
"Protein-energy malnutrition","EFO:0010810","embedding","sim=0.885 rank=5 label='protein intake measurement'"
"Protein-energy malnutrition","HP:0001891","embedding","sim=0.879 rank=10 label='Iron deficiency anemia'"
"Protein-energy malnutrition","MONDO:0001371","embedding","sim=1 rank=1 label='protein-energy malnutrition'"
"Protein-energy malnutrition","MONDO:0002273","embedding","sim=0.8802 rank=7 label='plasma protein metabolism disease'"
"Protein-energy malnutrition","MONDO:0002326","embedding","sim=0.8796 rank=8 label='alcohol-induced mental disorder'"
"Protein-energy malnutrition","MONDO:0003916","embedding","sim=0.893 rank=4 label='overnutrition'"
"Protein-energy malnutrition","MONDO:0005139","embedding","sim=0.8791 rank=9 label='morbid obesity'"
"Protein-energy malnutrition","MONDO:0006873","embedding","sim=0.907 rank=3 label='nutritional deficiency disease'"
"Pruritus","HP:0000103","embedding","sim=0.8585 rank=7 label='Polyuria'"
"Pruritus","HP:0000989","embedding","sim=1 rank=1 label='Pruritus'"
"Pruritus","HP:0002591","embedding","sim=0.861 rank=5 label='Polyphagia'"
"Pruritus","MONDO:0001166","embedding","sim=0.8578 rank=8 label='nephritis'"
"Pruritus","MONDO:0004900","embedding","sim=0.8618 rank=4 label='peripheral vertigo'"
"Pruritus","MONDO:0005492","embedding","sim=0.865 rank=2 label='urticaria'"
"Pruritus","MONDO:0005975","embedding","sim=0.8645 rank=3 label='suppurative otitis media'"
"Pruritus","MONDO:0006814","embedding","sim=0.8597 rank=6 label='iritis'"
"Pruritus","MONDO:0021765","embedding","sim=0.8547 rank=10 label='radiculitis'"
"Pruritus","MONDO:0026045","embedding","sim=0.8574 rank=9 label='prurigo nodularis'"
"Psoriasis","EFO:0007773","embedding","sim=0.9214 rank=3 label='cutaneous psoriasis measurement'"
"Psoriasis","EFO:0022382","embedding","sim=0.9033 rank=5 label='psoriasis area and severity index'"
"Psoriasis","EFO:1001494","embedding","sim=0.8611 rank=9 label='psoriasis vulgaris'"
"Psoriasis","MONDO:0003085","embedding","sim=0.8574 rank=10 label='keratitis'"
"Psoriasis","MONDO:0004980","embedding","sim=0.8639 rank=7 label='atopic eczema'"
"Psoriasis","MONDO:0005083","embedding","sim=1 rank=1 label='psoriasis'"
"Psoriasis","MONDO:0006118","embedding","sim=0.8638 rank=8 label='breast fibrosis'"
"Psoriasis","MONDO:0006592","embedding","sim=0.9227 rank=2 label='parapsoriasis'"
"Psoriasis","MONDO:0011849","embedding","sim=0.9079 rank=4 label='psoriatic arthritis'"
"Psoriasis","MONDO:0013626","embedding","sim=0.8847 rank=6 label='psoriasis 14, pustular'"
"Pulmonary Arterial Hypertension","EFO:0010675","embedding","sim=0.9626 rank=3 label='chronic venous hypertension'"
"Pulmonary Arterial Hypertension","MONDO:0001134","embedding","sim=0.954 rank=8 label='essential hypertension'"
"Pulmonary Arterial Hypertension","MONDO:0001200","embedding","sim=0.9553 rank=7 label='secondary hypertension'"
"Pulmonary Arterial Hypertension","MONDO:0001999","embedding","sim=0.9611 rank=4 label='idiopathic pulmonary arterial hypertension'"
"Pulmonary Arterial Hypertension","MONDO:0005080","embedding","sim=0.9556 rank=6 label='portal hypertension'"
"Pulmonary Arterial Hypertension","MONDO:0005149","embedding","sim=0.9812 rank=2 label='pulmonary hypertension'"
"Pulmonary Arterial Hypertension","MONDO:0005430","embedding","sim=0.9399 rank=9 label='early onset hypertension'"
"Pulmonary Arterial Hypertension","MONDO:0005585","embedding","sim=0.9374 rank=10 label='chemotherapy-induced hypertension'"
"Pulmonary Arterial Hypertension","MONDO:0006875","embedding","sim=0.9561 rank=5 label='ocular hypertension'"
"Pulmonary Arterial Hypertension","MONDO:0015924","embedding","sim=1 rank=1 label='pulmonary arterial hypertension'"
"Pyoderma","EFO:0003867","embedding","sim=0.9024 rank=6 label='rhabdomyolysis'"
"Pyoderma","EFO:0006835","embedding","sim=0.9198 rank=2 label='pyoderma gangrenosum'"
"Pyoderma","HP:0000999","embedding","sim=1 rank=1 label='Pyoderma'"
"Pyoderma","HP:0100582","embedding","sim=0.9016 rank=7 label='Nasal polyposis'"
"Pyoderma","MONDO:0000964","embedding","sim=0.9002 rank=9 label='skin lipoma'"
"Pyoderma","MONDO:0001604","embedding","sim=0.9027 rank=4 label='lagophthalmos'"
"Pyoderma","MONDO:0002260","embedding","sim=0.9016 rank=8 label='hidradenitis'"
"Pyoderma","MONDO:0004678","embedding","sim=0.9176 rank=3 label='dermatophytosis'"
"Pyoderma","MONDO:0012817","embedding","sim=0.9 rank=10 label='Ewing sarcoma'"
"Pyoderma","MONDO:0019124","embedding","sim=0.9024 rank=5 label='microscopic polyangiitis'"
"Rabies","MONDO:0000989","embedding","sim=0.8756 rank=1 label='mumps infectious disease'"
"Rabies","MONDO:0004619","embedding","sim=0.8597 rank=10 label='measles'"
"Rabies","MONDO:0004796","embedding","sim=0.8654 rank=5 label='infectious meningitis'"
"Rabies","MONDO:0005108","embedding","sim=0.8709 rank=2 label='viral infectious disease'"
"Rabies","MONDO:0005113","embedding","sim=0.8644 rank=6 label='bacterial infectious disease'"
"Rabies","MONDO:0005550","embedding","sim=0.8626 rank=7 label='infectious disease'"
"Rabies","MONDO:0005812","embedding","sim=0.8681 rank=4 label='influenza'"
"Rabies","MONDO:0006012","embedding","sim=0.8617 rank=9 label='viral pneumonia'"
"Rabies","MONDO:0006670","embedding","sim=0.8618 rank=8 label='bacterial meningitis'"
"Rabies","MONDO:0007015","embedding","sim=0.8706 rank=3 label='viral meningitis'"
"Refraction disorders","EFO:0007814","embedding","sim=0.9333 rank=3 label='refractive error measurement'"
"Refraction disorders","HP:0000539","embedding","sim=0.9496 rank=1 label='Abnormality of refraction'"
"Refraction disorders","HP:0004329","embedding","sim=0.891 rank=5 label='Abnormal posterior eye segment morphology'"
"Refraction disorders","HP:0007686","embedding","sim=0.8816 rank=8 label='Abnormal pupillary function'"
"Refraction disorders","MONDO:0000926","embedding","sim=0.8812 rank=9 label='eye accommodation disease'"
"Refraction disorders","MONDO:0001564","embedding","sim=0.8844 rank=6 label='binocular vision disease'"
"Refraction disorders","MONDO:0002311","embedding","sim=0.8759 rank=10 label='retinal vascular disorder'"
"Refraction disorders","MONDO:0004892","embedding","sim=0.9376 rank=2 label='refractive error'"
"Refraction disorders","MONDO:0005283","embedding","sim=0.8835 rank=7 label='retinal disorder'"
"Refraction disorders","OBA:VT0006216","embedding","sim=0.8922 rank=4 label='optic disc size trait'"
"Retinoblastoma","EFO:0009093","embedding","sim=0.8932 rank=9 label='choroidal melanoma'"
"Retinoblastoma","EFO:0010176","embedding","sim=0.8957 rank=7 label='keratinocyte carcinoma'"
"Retinoblastoma","EFO:0020706","embedding","sim=0.9223 rank=3 label='retinoblastoma-associated protein measurement'"
"Retinoblastoma","EFO:0803012","embedding","sim=0.8979 rank=6 label='retinoblastoma-binding protein 5 measurement'"
"Retinoblastoma","EFO:0803013","embedding","sim=0.9042 rank=4 label='retinoblastoma-like protein 1 measurement'"
"Retinoblastoma","MONDO:0005072","embedding","sim=0.9312 rank=1 label='neuroblastoma'"
"Retinoblastoma","MONDO:0005086","embedding","sim=0.8937 rank=8 label='renal cell carcinoma'"
"Retinoblastoma","MONDO:0005206","embedding","sim=0.8995 rank=5 label='renal carcinoma'"
"Retinoblastoma","MONDO:0009975","embedding","sim=0.8882 rank=10 label='reticulum cell sarcoma'"
"Retinoblastoma","MONDO:0018177","embedding","sim=0.9256 rank=2 label='glioblastoma'"
"Retinoblastoma","OBA:2040197","",""
"Retinoblastoma","OBA:2040198","",""
"Retinoblastoma","OBA:2043202","",""
"Rheumatic heart disease","EFO:0005767","embedding","sim=0.8934 rank=5 label='rheumatoid factor measurement'"
"Rheumatic heart disease","MONDO:0000001","",""
"Rheumatic heart disease","MONDO:0001302","embedding","sim=0.881 rank=9 label='hypertensive heart disease'"
"Rheumatic heart disease","MONDO:0004471","embedding","sim=0.881 rank=10 label='bacterial arthritis'"
"Rheumatic heart disease","MONDO:0005453","embedding","sim=0.8841 rank=8 label='congenital heart disease'"
"Rheumatic heart disease","MONDO:0005554","embedding","sim=0.956 rank=2 label='rheumatic disorder'"
"Rheumatic heart disease","MONDO:0005578","embedding","sim=0.8877 rank=7 label='arthritic joint disease'"
